player,salary,season_end,season_start,team,team_name
Andre Emmett,641748,2006,2005,MIA,Miami Heat
Earl Barron,398762,2006,2005,MIA,Miami Heat
Gerald Fitch,359858,2006,2005,MIA,Miami Heat
Matt Walsh,38904,2006,2005,MIA,Miami Heat
Michael Redd,12000000,2006,2005,MIL,Milwaukee Bucks
Jamaal Magloire,8533333,2006,2005,MIL,Milwaukee Bucks
Bobby Simmons,8000000,2006,2005,MIL,Milwaukee Bucks
Calvin Booth,6354600,2006,2005,MIL,Milwaukee Bucks
Joe Smith,6353200,2006,2005,MIL,Milwaukee Bucks
Dan Gadzuric,4750000,2006,2005,MIL,Milwaukee Bucks
Andrew Bogut,4340520,2006,2005,MIL,Milwaukee Bucks
T.J. Ford,2303040,2006,2005,MIL,Milwaukee Bucks
Jiri Welsch,2177114,2006,2005,MIL,Milwaukee Bucks
Toni Kukoc,2000000,2006,2005,MIL,Milwaukee Bucks
Mo Williams,1760000,2006,2005,MIL,Milwaukee Bucks
Reece Gaines,1556160,2006,2005,MIL,Milwaukee Bucks
Ervin Johnson,1138500,2006,2005,MIL,Milwaukee Bucks
Charlie Bell,641748,2006,2005,MIL,Milwaukee Bucks
Jermaine Jackson,583944,2006,2005,MIL,Milwaukee Bucks
Ersan Ilyasova,398762,2006,2005,MIL,Milwaukee Bucks
Josh Davis,131593,2006,2005,MIL,Milwaukee Bucks
Kevin Garnett,18000000,2006,2005,MIN,Minnesota Timberwolves
Wally Szczerbiak,10000000,2006,2005,MIN,Minnesota Timberwolves
Michael Olowokandi,5900400,2006,2005,MIN,Minnesota Timberwolves
Troy Hudson,5253000,2006,2005,MIN,Minnesota Timberwolves
Marko Jaric,5000000,2006,2005,MIN,Minnesota Timberwolves
Trenton Hassell,4350000,2006,2005,MIN,Minnesota Timberwolves
Eddie Griffin,2500000,2006,2005,MIN,Minnesota Timberwolves
Mark Madsen,2000000,2006,2005,MIN,Minnesota Timberwolves
Fred Hoiberg,1760000,2006,2005,MIN,Minnesota Timberwolves
Rashad McCants,1538400,2006,2005,MIN,Minnesota Timberwolves
Ndudi Ebi,964320,2006,2005,MIN,Minnesota Timberwolves
Anthony Carter,900498,2006,2005,MIN,Minnesota Timberwolves
Nikoloz Tskitishvili,745248,2006,2005,MIN,Minnesota Timberwolves
Ronald Dupree,719373,2006,2005,MIN,Minnesota Timberwolves
Richie Frahm,719373,2006,2005,MIN,Minnesota Timberwolves
Lionel Chalmers,682050,2006,2005,MIN,Minnesota Timberwolves
Dwayne Jones,398762,2006,2005,MIN,Minnesota Timberwolves
Bracey Wright,398762,2006,2005,MIN,Minnesota Timberwolves
Jason Kidd,16440000,2006,2005,NJN,Brooklyn Nets
Vince Carter,13843156,2006,2005,NJN,Brooklyn Nets
Richard Jefferson,10200000,2006,2005,NJN,Brooklyn Nets
Jason Collins,5500000,2006,2005,NJN,Brooklyn Nets
Marc Jackson,4550000,2006,2005,NJN,Brooklyn Nets
Jeff McInnis,3400000,2006,2005,NJN,Brooklyn Nets
Clifford Robinson,2500000,2006,2005,NJN,Brooklyn Nets
Ron Mercer,1760000,2006,2005,NJN,Brooklyn Nets
Scott Padgett,1670000,2006,2005,NJN,Brooklyn Nets
Antoine Wright,1461360,2006,2005,NJN,Brooklyn Nets
Lamond Murray,1138500,2006,2005,NJN,Brooklyn Nets
Zoran Planinic,1127280,2006,2005,NJN,Brooklyn Nets
Jacque Vaughn,1094550,2006,2005,NJN,Brooklyn Nets
Nenad Krstic,1010040,2006,2005,NJN,Brooklyn Nets
Linton Johnson,719373,2006,2005,NJN,Brooklyn Nets
Ben Handlogten,35091,2006,2005,NJN,Brooklyn Nets
P.J. Brown,8000000,2006,2005,NOH,New Orleans Pelicans
Desmond Mason,7333333,2006,2005,NOH,New Orleans Pelicans
Speedy Claxton,3600000,2006,2005,NOH,New Orleans Pelicans
Chris Andersen,3500000,2006,2005,NOH,New Orleans Pelicans
George Lynch,3200000,2006,2005,NOH,New Orleans Pelicans
Chris Paul,3144240,2006,2005,NOH,New Orleans Pelicans
Arvydas Macijauskas,2500000,2006,2005,NOH,New Orleans Pelicans
Bostjan Nachbar,2500000,2006,2005,NOH,New Orleans Pelicans
Kirk Snyder,1437240,2006,2005,NOH,New Orleans Pelicans
David West,1334160,2006,2005,NOH,New Orleans Pelicans
Rasual Butler,1300000,2006,2005,NOH,New Orleans Pelicans
J.R. Smith,1297080,2006,2005,NOH,New Orleans Pelicans
Maciej Lampe,900000,2006,2005,NOH,New Orleans Pelicans
Jackson Vroman,682051,2006,2005,NOH,New Orleans Pelicans
Brandon Bass,398762,2006,2005,NOH,New Orleans Pelicans
Sean Banks,150751,2006,2005,NOH,New Orleans Pelicans
Allan Houston,19125000,2006,2005,NYK,New York Knicks
Stephon Marbury,16453125,2006,2005,NYK,New York Knicks
Anfernee Hardaway,15750000,2006,2005,NYK,New York Knicks
Antonio Davis,13925000,2006,2005,NYK,New York Knicks
Maurice Taylor,9100000,2006,2005,NYK,New York Knicks
Shandon Anderson,7900000,2006,2005,NYK,New York Knicks
Eddy Curry,7390000,2006,2005,NYK,New York Knicks
Quentin Richardson,6940000,2006,2005,NYK,New York Knicks
Jerome Williams,6620063,2006,2005,NYK,New York Knicks
Jamal Crawford,6480000,2006,2005,NYK,New York Knicks
Malik Rose,6008750,2006,2005,NYK,New York Knicks
Jerome James,5000000,2006,2005,NYK,New York Knicks
Channing Frye,2162880,2006,2005,NYK,New York Knicks
Nate Robinson,1102680,2006,2005,NYK,New York Knicks
David Lee,861360,2006,2005,NYK,New York Knicks
Trevor Ariza,682051,2006,2005,NYK,New York Knicks
Qyntel Woods,599834,2006,2005,NYK,New York Knicks
Jackie Butler,398762,2006,2005,NYK,New York Knicks
Matt Barnes,131593,2006,2005,NYK,New York Knicks
Ray Allen,13223140,2006,2005,OKC,Oklahoma City Thunder
Rashard Lewis,8571429,2006,2005,OKC,Oklahoma City Thunder
Danny Fortson,6207670,2006,2005,OKC,Oklahoma City Thunder
Vitaly Potapenko,3320000,2006,2005,OKC,Oklahoma City Thunder
Vladimir Radmanovic,3166155,2006,2005,OKC,Oklahoma City Thunder
Damien Wilkins,2500000,2006,2005,OKC,Oklahoma City Thunder
Nick Collison,1815000,2006,2005,OKC,Oklahoma City Thunder
Robert Swift,1764480,2006,2005,OKC,Oklahoma City Thunder
Ibo Kutluay,1760000,2006,2005,OKC,Oklahoma City Thunder
Luke Ridnour,1638000,2006,2005,OKC,Oklahoma City Thunder
Reggie Evans,1100000,2006,2005,OKC,Oklahoma City Thunder
Rick Brunson,1029873,2006,2005,OKC,Oklahoma City Thunder
Mikki Moore,1020000,2006,2005,OKC,Oklahoma City Thunder
Johan Petro,936600,2006,2005,OKC,Oklahoma City Thunder
Ronald Murray,895248,2006,2005,OKC,Oklahoma City Thunder
Mateen Cleaves,305784,2006,2005,OKC,Oklahoma City Thunder
Grant Hill,15694250,2006,2005,ORL,Orlando Magic
Steve Francis,13700000,2006,2005,ORL,Orlando Magic
Kelvin Cato,8640000,2006,2005,ORL,Orlando Magic
Doug Christie,8200000,2006,2005,ORL,Orlando Magic
Hedo Turkoglu,5393300,2006,2005,ORL,Orlando Magic
Tony Battie,5200000,2006,2005,ORL,Orlando Magic
Dwight Howard,4493160,2006,2005,ORL,Orlando Magic
Pat Garrity,3231250,2006,2005,ORL,Orlando Magic
Keyon Dooling,3100000,2006,2005,ORL,Orlando Magic
DeShawn Stevenson,2750000,2006,2005,ORL,Orlando Magic
Jameer Nelson,1189200,2006,2005,ORL,Orlando Magic
Stacey Augmon,1138500,2006,2005,ORL,Orlando Magic
Bo Outlaw,1138500,2006,2005,ORL,Orlando Magic
Terence Morris,835810,2006,2005,ORL,Orlando Magic
Mario Kasun,682050,2006,2005,ORL,Orlando Magic
Travis Diener,398762,2006,2005,ORL,Orlando Magic
Chris Webber,19125000,2006,2005,PHI,Philadelphia 76ers
Allen Iverson,16453125,2006,2005,PHI,Philadelphia 76ers
Jamal Mashburn,10075000,2006,2005,PHI,Philadelphia 76ers
Samuel Dalembert,8470000,2006,2005,PHI,Philadelphia 76ers
Todd MacCulloch,6353200,2006,2005,PHI,Philadelphia 76ers
Aaron McKie,6000000,2006,2005,PHI,Philadelphia 76ers
Kyle Korver,3630363,2006,2005,PHI,Philadelphia 76ers
Kevin Ollie,2950200,2006,2005,PHI,Philadelphia 76ers
Steven Hunter,2800000,2006,2005,PHI,Philadelphia 76ers
Andre Iguodala,2058000,2006,2005,PHI,Philadelphia 76ers
Greg Buckner,1925926,2006,2005,PHI,Philadelphia 76ers
John Salmons,1669001,2006,2005,PHI,Philadelphia 76ers
Lee Nailon,835810,2006,2005,PHI,Philadelphia 76ers
Michael Bradley,819550,2006,2005,PHI,Philadelphia 76ers
Matt Barnes,552269,2006,2005,PHI,Philadelphia 76ers
Louis Williams,450000,2006,2005,PHI,Philadelphia 76ers
Shavlik Randolph,398762,2006,2005,PHI,Philadelphia 76ers
James Thomas,148698,2006,2005,PHI,Philadelphia 76ers
Deng Gai,92396,2006,2005,PHI,Philadelphia 76ers
Theo Ratliff,11666666,2006,2005,POR,Portland Trail Blazers
Zach Randolph,10666667,2006,2005,POR,Portland Trail Blazers
Derek Anderson,9093000,2006,2005,POR,Portland Trail Blazers
Darius Miles,7250000,2006,2005,POR,Portland Trail Blazers
Ruben Patterson,6353200,2006,2005,POR,Portland Trail Blazers
Martell Webster,2586120,2006,2005,POR,Portland Trail Blazers
Juan Dixon,2500000,2006,2005,POR,Portland Trail Blazers
Sebastian Telfair,1676280,2006,2005,POR,Portland Trail Blazers
Joel Przybilla,1560000,2006,2005,POR,Portland Trail Blazers
Viktor Khryapa,1095960,2006,2005,POR,Portland Trail Blazers
Travis Outlaw,1082160,2006,2005,POR,Portland Trail Blazers
Jarrett Jack,1058640,2006,2005,POR,Portland Trail Blazers
Sergei Monia,1016400,2006,2005,POR,Portland Trail Blazers
Steve Blake,1000000,2006,2005,POR,Portland Trail Blazers
Charles Smith,771123,2006,2005,POR,Portland Trail Blazers
Ha Seung-Jin,641748,2006,2005,POR,Portland Trail Blazers
Mike Bibby,11500000,2006,2005,SAC,Sacramento Kings
Brad Miller,8750000,2006,2005,SAC,Sacramento Kings
Bonzi Wells,8000000,2006,2005,SAC,Sacramento Kings
Peja Stojakovic,7500000,2006,2005,SAC,Sacramento Kings
Kenny Thomas,6500000,2006,2005,SAC,Sacramento Kings
Corliss Williamson,6000000,2006,2005,SAC,Sacramento Kings
Shareef Abdur-Rahim,5000000,2006,2005,SAC,Sacramento Kings
Brian Skinner,4950000,2006,2005,SAC,Sacramento Kings
Jason Hart,1540000,2006,2005,SAC,Sacramento Kings
Francisco Garcia,1016400,2006,2005,SAC,Sacramento Kings
Kevin Martin,937440,2006,2005,SAC,Sacramento Kings
Jamal Sampson,719373,2006,2005,SAC,Sacramento Kings
Ronnie Price,398762,2006,2005,SAC,Sacramento Kings
Jalen Rose,15694250,2006,2005,TOR,Toronto Raptors 
Alvin Williams,6300000,2006,2005,TOR,Toronto Raptors 
Lamond Murray,5250000,2006,2005,TOR,Toronto Raptors 
Morris Peterson,4550000,2006,2005,TOR,Toronto Raptors 
Alonzo Mourning,4000000,2006,2005,TOR,Toronto Raptors 
Eric Williams,3938000,2006,2005,TOR,Toronto Raptors 
Mike James,3410000,2006,2005,TOR,Toronto Raptors 
Aaron Williams,3375000,2006,2005,TOR,Toronto Raptors 
Chris Bosh,3348000,2006,2005,TOR,Toronto Raptors 
Charlie Villanueva,2360880,2006,2005,TOR,Toronto Raptors 
Rafael Araujo,2238960,2006,2005,TOR,Toronto Raptors 
Jose Calderon,2190000,2006,2005,TOR,Toronto Raptors 
Matt Bonner,2000000,2006,2005,TOR,Toronto Raptors 
Joey Graham,1388400,2006,2005,TOR,Toronto Raptors 
Darrick Martin,946646,2006,2005,TOR,Toronto Raptors 
Loren Woods,780000,2006,2005,TOR,Toronto Raptors 
Pape Sow,641748,2006,2005,TOR,Toronto Raptors 
Carlos Boozer,11593816,2006,2005,UTA,Utah Jazz
Andrei Kirilenko,10983000,2006,2005,UTA,Utah Jazz
Mehmet Okur,8250000,2006,2005,UTA,Utah Jazz
Matt Harpring,5020000,2006,2005,UTA,Utah Jazz
Greg Ostertag,4400000,2006,2005,UTA,Utah Jazz
Gordan Giricek,4000000,2006,2005,UTA,Utah Jazz
Deron Williams,3487400,2006,2005,UTA,Utah Jazz
Devin Brown,2500000,2006,2005,UTA,Utah Jazz
Jarron Collins,1700000,2006,2005,UTA,Utah Jazz
Kris Humphries,1592400,2006,2005,UTA,Utah Jazz
Milt Palacio,1400000,2006,2005,UTA,Utah Jazz
Keith McLeod,1250000,2006,2005,UTA,Utah Jazz
C.J. Miles,398762,2006,2005,UTA,Utah Jazz
Andre Owens,398762,2006,2005,UTA,Utah Jazz
Robert Whaley,398762,2006,2005,UTA,Utah Jazz
Antawn Jamison,13843156,2006,2005,WAS,Washington Wizards
Gilbert Arenas,10243200,2006,2005,WAS,Washington Wizards
Etan Thomas,5393300,2006,2005,WAS,Washington Wizards
Antonio Daniels,5000000,2006,2005,WAS,Washington Wizards
Chucky Atkins,4500000,2006,2005,WAS,Washington Wizards
Brendan Haywood,4000000,2006,2005,WAS,Washington Wizards
Caron Butler,2461617,2006,2005,WAS,Washington Wizards
Jared Jeffries,2433824,2006,2005,WAS,Washington Wizards
Jarvis Hayes,2011080,2006,2005,WAS,Washington Wizards
Michael Ruffin,1670000,2006,2005,WAS,Washington Wizards
Calvin Booth,900498,2006,2005,WAS,Washington Wizards
Peter John Ramos,660000,2006,2005,WAS,Washington Wizards
Awvee Storey,641748,2006,2005,WAS,Washington Wizards
Andray Blatche,398762,2006,2005,WAS,Washington Wizards
Donell Taylor,398762,2006,2005,WAS,Washington Wizards
Antoine Walker,14625000,2005,2004,ATL,Atlanta Hawks
Al Harrington,6325000,2005,2004,ATL,Atlanta Hawks
Chris Crawford,3250000,2005,2004,ATL,Atlanta Hawks
Tony Delk,2700000,2005,2004,ATL,Atlanta Hawks
Predrag Drobnjak,2550000,2005,2004,ATL,Atlanta Hawks
Josh Childress,2490360,2005,2004,ATL,Atlanta Hawks
Jon Barry,1800000,2005,2004,ATL,Atlanta Hawks
Jason Collier,1500000,2005,2004,ATL,Atlanta Hawks
Kevin Willis,1300000,2005,2004,ATL,Atlanta Hawks
Josh Smith,1270080,2005,2004,ATL,Atlanta Hawks
Kenny Anderson,1100000,2005,2004,ATL,Atlanta Hawks
Boris Diaw,1097640,2005,2004,ATL,Atlanta Hawks
Royal Ivey,425000,2005,2004,ATL,Atlanta Hawks
Donta Smith,425000,2005,2004,ATL,Atlanta Hawks
Jelani McCoy,167418,2005,2004,ATL,Atlanta Hawks
Anthony Miller,34118,2005,2004,ATL,Atlanta Hawks
Paul Pierce,12584688,2005,2004,BOS,Boston Celtic
Raef LaFrentz,9714538,2005,2004,BOS,Boston Celtic
Ricky Davis,5455200,2005,2004,BOS,Boston Celtic
Gary Payton,5408700,2005,2004,BOS,Boston Celtic
Vin Baker,5333333,2005,2004,BOS,Boston Celtic
Mark Blount,4903000,2005,2004,BOS,Boston Celtic
Rick Fox,4800000,2005,2004,BOS,Boston Celtic
Michael Stewart,4800000,2005,2004,BOS,Boston Celtic
Tom Gugliotta,2700000,2005,2004,BOS,Boston Celtic
Marcus Banks,1611840,2005,2004,BOS,Boston Celtic
Jiri Welsch,1419240,2005,2004,BOS,Boston Celtic
Al Jefferson,1407240,2005,2004,BOS,Boston Celtic
Walter McCarty,1337500,2005,2004,BOS,Boston Celtic
Delonte West,939480,2005,2004,BOS,Boston Celtic
Tony Allen,901920,2005,2004,BOS,Boston Celtic
Kendrick Perkins,875400,2005,2004,BOS,Boston Celtic
Justin Reed,385277,2005,2004,BOS,Boston Celtic
Zydrunas Ilgauskas,14625000,2005,2004,CLE,Cleveland Caveliers
Eric Snow,4875000,2005,2004,CLE,Cleveland Caveliers
LeBron James,4320360,2005,2004,CLE,Cleveland Caveliers
Jeff McInnis,3600000,2005,2004,CLE,Cleveland Caveliers
Drew Gooden,3214080,2005,2004,CLE,Cleveland Caveliers
Ira Newble,2704350,2005,2004,CLE,Cleveland Caveliers
DeSagana Diop,2695164,2005,2004,CLE,Cleveland Caveliers
Dajuan Wagner,2643600,2005,2004,CLE,Cleveland Caveliers
Lucious Harris,2500000,2005,2004,CLE,Cleveland Caveliers
Luke Jackson,1818720,2005,2004,CLE,Cleveland Caveliers
Robert Traylor,1600000,2005,2004,CLE,Cleveland Caveliers
Scott Williams,1600000,2005,2004,CLE,Cleveland Caveliers
Sasha Pavlovic,1191000,2005,2004,CLE,Cleveland Caveliers
Steven Hunter,1000000,2005,2004,CLE,Cleveland Caveliers
Anderson Varejao,788000,2005,2004,CLE,Cleveland Caveliers
Michael Finley,14609375,2005,2004,DAL,Dallas Mavericks
Dirk Nowitzki,12584688,2005,2004,DAL,Dallas Mavericks
Alan Henderson,8273125,2005,2004,DAL,Dallas Mavericks
Erick Dampier,7700000,2005,2004,DAL,Dallas Mavericks
Jason Terry,7500000,2005,2004,DAL,Dallas Mavericks
Jerry Stackhouse,7437500,2005,2004,DAL,Dallas Mavericks
Tariq Abdul-Wahad,6750000,2005,2004,DAL,Dallas Mavericks
Calvin Booth,5900700,2005,2004,DAL,Dallas Mavericks
Marquis Daniels,4903000,2005,2004,DAL,Dallas Mavericks
Shawn Bradley,4000000,2005,2004,DAL,Dallas Mavericks
Evan Eschmeyer,3407655,2005,2004,DAL,Dallas Mavericks
Devin Harris,2741880,2005,2004,DAL,Dallas Mavericks
Darrell Armstrong,2275000,2005,2004,DAL,Dallas Mavericks
Avery Johnson,1100000,2005,2004,DAL,Dallas Mavericks
Pavel Podkolzin,1061880,2005,2004,DAL,Dallas Mavericks
Josh Howard,863640,2005,2004,DAL,Dallas Mavericks
Didier Ilunga-Mbenga,800000,2005,2004,DAL,Dallas Mavericks
Rasheed Wallace,9720000,2005,2004,DET,Detroit Pistons
Richard Hamilton,7812500,2005,2004,DET,Detroit Pistons
Ben Wallace,7000000,2005,2004,DET,Detroit Pistons
Chauncey Billups,5455200,2005,2004,DET,Detroit Pistons
Antonio McDyess,4903000,2005,2004,DET,Detroit Pistons
Derrick Coleman,4500000,2005,2004,DET,Detroit Pistons
Elden Campbell,4400000,2005,2004,DET,Detroit Pistons
Darko Milicic,3865440,2005,2004,DET,Detroit Pistons
Lindsey Hunter,1600000,2005,2004,DET,Detroit Pistons
Tayshaun Prince,1038960,2005,2004,DET,Detroit Pistons
Darvin Ham,932546,2005,2004,DET,Detroit Pistons
Amal McCaskill,932546,2005,2004,DET,Detroit Pistons
Carlos Delfino,901920,2005,2004,DET,Detroit Pistons
Smush Parker,695046,2005,2004,DET,Detroit Pistons
Ronald Dupree,620046,2005,2004,DET,Detroit Pistons
Horace Jenkins,385277,2005,2004,DET,Detroit Pistons
Dale Davis,10068750,2005,2004,GSW,Golden State Warriors
Adonal Foyle,6500000,2005,2004,GSW,Golden State Warriors
Christian Laettner,5500000,2005,2004,GSW,Golden State Warriors
Clifford Robinson,5287500,2005,2004,GSW,Golden State Warriors
Derek Fisher,4903000,2005,2004,GSW,Golden State Warriors
Eduardo Najera,3809524,2005,2004,GSW,Golden State Warriors
Mike Dunleavy,3565080,2005,2004,GSW,Golden State Warriors
Jason Richardson,3534018,2005,2004,GSW,Golden State Warriors
Speedy Claxton,3300000,2005,2004,GSW,Golden State Warriors
Troy Murphy,2231808,2005,2004,GSW,Golden State Warriors
Mickael Pietrus,1785960,2005,2004,GSW,Golden State Warriors
Andris Biedrins,1727760,2005,2004,GSW,Golden State Warriors
Calbert Cheaney,1600000,2005,2004,GSW,Golden State Warriors
Ansu Sesay,745046,2005,2004,GSW,Golden State Warriors
Luis Flores,385277,2005,2004,GSW,Golden State Warriors
Tracy McGrady,14487000,2005,2004,HOU,Houston Rockets
Maurice Taylor,8450000,2005,2004,HOU,Houston Rockets
Clarence Weatherspoon,5899400,2005,2004,HOU,Houston Rockets
Juwan Howard,5408700,2005,2004,HOU,Houston Rockets
Dikembe Mutombo,4496434,2005,2004,HOU,Houston Rockets
Yao Ming,4436880,2005,2004,HOU,Houston Rockets
Matt Maloney,3237500,2005,2004,HOU,Houston Rockets
Bob Sura,3200000,2005,2004,HOU,Houston Rockets
Jim Jackson,2420000,2005,2004,HOU,Houston Rockets
Charlie Ward,1700000,2005,2004,HOU,Houston Rockets
Tyronn Lue,1600000,2005,2004,HOU,Houston Rockets
Bostjan Nachbar,1493880,2005,2004,HOU,Houston Rockets
Reece Gaines,1454640,2005,2004,HOU,Houston Rockets
Scott Padgett,807546,2005,2004,HOU,Houston Rockets
Ryan Bowen,807046,2005,2004,HOU,Houston Rockets
Andre Barrett,385277,2005,2004,HOU,Houston Rockets
Jermaine O\'Neal,14796000,2005,2004,IND,Indiana Pacers
Austin Croshere,8260000,2005,2004,IND,Indiana Pacers
Jonathan Bender,6525000,2005,2004,IND,Indiana Pacers
Metta World Peace,6157895,2005,2004,IND,Indiana Pacers
Scot Pollard,5792250,2005,2004,IND,Indiana Pacers
Reggie Miller,5500000,2005,2004,IND,Indiana Pacers
Stephen Jackson,5100000,2005,2004,IND,Indiana Pacers
Jeff Foster,4500000,2005,2004,IND,Indiana Pacers
Anthony Johnson,2200000,2005,2004,IND,Indiana Pacers
Fred Jones,1572480,2005,2004,IND,Indiana Pacers
Jamaal Tinsley,1554326,2005,2004,IND,Indiana Pacers
Michael Curry,845122,2005,2004,IND,Indiana Pacers
David Harrison,835560,2005,2004,IND,Indiana Pacers
Eddie Gill,720046,2005,2004,IND,Indiana Pacers
James Jones,620046,2005,2004,IND,Indiana Pacers
Marcus Haislip,576380,2005,2004,IND,Indiana Pacers
John Edwards,385277,2005,2004,IND,Indiana Pacers
Tremaine Fowlkes,79029,2005,2004,IND,Indiana Pacers
Britton Johnsen,45369,2005,2004,IND,Indiana Pacers
Elton Brand,12056000,2005,2004,LAC,Los Angeles Clippers
Kerry Kittles,9566667,2005,2004,LAC,Los Angeles Clippers
Corey Maggette,7000000,2005,2004,LAC,Los Angeles Clippers
Shaun Livingston,3027840,2005,2004,LAC,Los Angeles Clippers
Chris Kaman,2574240,2005,2004,LAC,Los Angeles Clippers
Zeljko Rebraca,2500000,2005,2004,LAC,Los Angeles Clippers
Chris Wilcox,2210880,2005,2004,LAC,Los Angeles Clippers
Marko Jaric,2100000,2005,2004,LAC,Los Angeles Clippers
Rick Brunson,932546,2005,2004,LAC,Los Angeles Clippers
Mikki Moore,870046,2005,2004,LAC,Los Angeles Clippers
Bobby Simmons,825000,2005,2004,LAC,Los Angeles Clippers
Mamadou N\'Diaye,750000,2005,2004,LAC,Los Angeles Clippers
Quinton Ross,620046,2005,2004,LAC,Los Angeles Clippers
Lionel Chalmers,450000,2005,2004,LAC,Los Angeles Clippers
Kobe Bryant,14175000,2005,2004,LAL,Los Angeles Lakers
Brian Grant,13233434,2005,2004,LAL,Los Angeles Lakers
Lamar Odom,10548596,2005,2004,LAL,Los Angeles Lakers
Vlade Divac,4903000,2005,2004,LAL,Los Angeles Lakers
Devean George,4546000,2005,2004,LAL,Los Angeles Lakers
Chucky Atkins,4200000,2005,2004,LAL,Los Angeles Lakers
Chris Mihm,3371393,2005,2004,LAL,Los Angeles Lakers
Stanislav Medvedenko,3000000,2005,2004,LAL,Los Angeles Lakers
Caron Butler,1930680,2005,2004,LAL,Los Angeles Lakers
Jumaine Jones,1687500,2005,2004,LAL,Los Angeles Lakers
Brian Cook,971160,2005,2004,LAL,Los Angeles Lakers
Sasha Vujacic,846840,2005,2004,LAL,Los Angeles Lakers
Tierre Brown,720046,2005,2004,LAL,Los Angeles Lakers
Luke Walton,620046,2005,2004,LAL,Los Angeles Lakers
Tony Bobbitt,305403,2005,2004,LAL,Los Angeles Lakers
Bonzi Wells,7700000,2005,2004,MEM,Memphis Grizzlies
Lorenzen Wright,7150000,2005,2004,MEM,Memphis Grizzlies
Jason Williams,6875000,2005,2004,MEM,Memphis Grizzlies
Bo Outlaw,6573148,2005,2004,MEM,Memphis Grizzlies
Mike Miller,6000000,2005,2004,MEM,Memphis Grizzlies
Stromile Swift,5993105,2005,2004,MEM,Memphis Grizzlies
James Posey,5408700,2005,2004,MEM,Memphis Grizzlies
Brian Cardinal,4903000,2005,2004,MEM,Memphis Grizzlies
Pau Gasol,4318481,2005,2004,MEM,Memphis Grizzlies
Shane Battier,3212402,2005,2004,MEM,Memphis Grizzlies
Jake Tsakalidis,2900000,2005,2004,MEM,Memphis Grizzlies
Earl Watson,1458000,2005,2004,MEM,Memphis Grizzlies
Troy Bell,1381920,2005,2004,MEM,Memphis Grizzlies
Ryan Humphrey,1223160,2005,2004,MEM,Memphis Grizzlies
Dahntay Jones,1143360,2005,2004,MEM,Memphis Grizzlies
Antonio Burks,385277,2005,2004,MEM,Memphis Grizzlies
Andre Emmett,385277,2005,2004,MEM,Memphis Grizzlies
Shaquille O\'Neal,27696430,2005,2004,MIA,Miami Heat
Eddie Jones,13455000,2005,2004,MIA,Miami Heat
Dwyane Wade,2834160,2005,2004,MIA,Miami Heat
Damon Jones,2503000,2005,2004,MIA,Miami Heat
Michael Doleac,2400000,2005,2004,MIA,Miami Heat
Malik Allen,1950625,2005,2004,MIA,Miami Heat
Wesley Person,1600000,2005,2004,MIA,Miami Heat
Rasual Butler,1200000,2005,2004,MIA,Miami Heat
Dorell Wright,1152240,2005,2004,MIA,Miami Heat
Christian Laettner,1100000,2005,2004,MIA,Miami Heat
Shandon Anderson,873699,2005,2004,MIA,Miami Heat
Keyon Dooling,745046,2005,2004,MIA,Miami Heat
Wang Zhizhi,745046,2005,2004,MIA,Miami Heat
Jerome Beasley,620046,2005,2004,MIA,Miami Heat
Udonis Haslem,620046,2005,2004,MIA,Miami Heat
Matt Freije,28191,2005,2004,MIA,Miami Heat
Keith Van Horn,14487000,2005,2004,MIL,Milwaukee Bucks
Desmond Mason,6529630,2005,2004,MIL,Milwaukee Bucks
Joe Smith,5899400,2005,2004,MIL,Milwaukee Bucks
Anthony Mason,4710435,2005,2004,MIL,Milwaukee Bucks
Jason Caffey,4148148,2005,2004,MIL,Milwaukee Bucks
Mike James,3100000,2005,2004,MIL,Milwaukee Bucks
Toni Kukoc,3000000,2005,2004,MIL,Milwaukee Bucks
Michael Redd,3000000,2005,2004,MIL,Milwaukee Bucks
T.J. Ford,2152800,2005,2004,MIL,Milwaukee Bucks
Erick Strickland,1650000,2005,2004,MIL,Milwaukee Bucks
Mo Williams,1600000,2005,2004,MIL,Milwaukee Bucks
Marcus Haislip,1400000,2005,2004,MIL,Milwaukee Bucks
Daniel Santiago,1320000,2005,2004,MIL,Milwaukee Bucks
Kendall Gill,912195,2005,2004,MIL,Milwaukee Bucks
Zendon Hamilton,807546,2005,2004,MIL,Milwaukee Bucks
Marcus Fizer,735960,2005,2004,MIL,Milwaukee Bucks
Dan Gadzuric,695046,2005,2004,MIL,Milwaukee Bucks
Zaza Pachulia,620046,2005,2004,MIL,Milwaukee Bucks
Eddie House,563327,2005,2004,MIL,Milwaukee Bucks
Anthony Goldwire,116713,2005,2004,MIL,Milwaukee Bucks
Kevin Garnett,16000000,2005,2004,MIN,Minnesota Timberwolves
Latrell Sprewell,14625000,2005,2004,MIN,Minnesota Timberwolves
Wally Szczerbiak,9000000,2005,2004,MIN,Minnesota Timberwolves
Sam Cassell,6250000,2005,2004,MIN,Minnesota Timberwolves
Michael Olowokandi,5408700,2005,2004,MIN,Minnesota Timberwolves
Troy Hudson,4903000,2005,2004,MIN,Minnesota Timberwolves
Ervin Johnson,4837633,2005,2004,MIN,Minnesota Timberwolves
Trenton Hassell,4350000,2005,2004,MIN,Minnesota Timberwolves
